相对首次算法指令时间_s,PNG期望俯仰角速度_deg_s,Betaflight设定俯仰角速度_deg_s,实际俯仰角速度_deg_s
1.538000,4.685588,13.081552,18.081552
1.540000,4.049858,13.000000,18.000000
1.542000,3.414128,13.000000,19.000000
1.544000,2.778397,13.000000,19.000000
1.546000,2.142667,13.000000,18.745642
1.548000,1.506937,13.000000,17.162846
1.550000,1.078829,13.000000,17.000000
1.552000,2.110747,13.000000,17.000000
1.554000,3.142666,13.000000,15.820919
1.556000,4.174585,13.172742,14.827258
1.558000,5.206503,14.000000,14.000000
1.560000,6.238422,14.000000,14.340729
1.562000,7.270341,14.924782,15.000000
1.564000,8.302259,15.000000,15.000000
1.566000,9.334178,15.000000,15.000000
1.568000,10.366096,15.000000,15.174980
1.570000,11.308040,15.000000,15.241489
1.572000,11.275162,15.000000,15.000000
1.574000,11.242284,15.000000,14.073634
1.576000,11.209406,15.000000,14.000000
1.578000,11.176528,15.000000,14.000000
1.580000,11.143650,15.000000,13.322249
1.582000,11.110772,15.000000,13.260697
1.584000,11.077894,14.155186,14.000000
1.586000,11.045016,14.000000,14.429137
1.588000,11.012138,15.000000,16.000000
1.590000,10.930043,15.000000,16.000000
1.592000,10.010363,15.000000,16.000000
1.594000,9.090683,15.000000,16.764054
1.596000,8.171003,15.000000,16.000000
1.598000,7.251323,15.000000,16.000000
1.600000,6.331643,15.000000,15.000000
1.602000,5.411963,15.000000,15.000000
1.604000,4.492283,15.000000,14.816456
1.606000,3.572603,15.000000,14.000000
1.608000,2.652924,15.000000,14.351266
1.610000,1.757133,15.935024,15.000000
1.612000,1.722238,16.000000,15.000000
1.614000,1.687344,16.000000,15.102848
1.616000,1.652449,16.000000,16.000000
1.618000,1.617554,17.000000,17.000000
1.620000,1.582660,17.000000,17.000000
1.622000,1.547765,16.000000,16.000000
1.624000,1.512871,16.000000,17.000000
1.626000,1.477976,16.000000,17.000000
1.628000,1.443081,16.187946,16.000000
1.630000,1.408187,17.000000,15.728424
1.632000,2.552984,17.000000,15.855784
1.634000,3.700146,18.000000,17.000000
1.636000,4.847308,18.000000,17.000000
1.638000,5.994470,18.000000,17.606973
1.640000,7.141632,18.000000,17.190665
1.642000,8.288793,18.000000,18.000000
1.644000,9.435955,18.000000,18.641838
1.646000,10.583117,18.000000,18.000000
1.648000,11.730279,17.000000,17.474268
1.650000,12.877441,16.890823,17.000000
1.652000,12.905526,16.000000,17.000000
1.654000,12.895422,15.723101,17.000000
1.656000,12.885317,15.000000,17.860539
1.658000,12.875213,15.000000,18.000000
1.660000,12.865108,15.000000,18.028504
1.662000,12.855004,15.000000,18.000000
1.664000,12.844899,15.000000,17.303727
1.666000,12.834795,14.000000,17.000000
1.668000,12.824690,14.000000,16.135392
1.670000,12.814586,13.552298,16.447702
1.670804,12.810524,13.000000,17.000000
