label,start_range_m,hit,hit_t_s,min_range_m,final_range_m,frames,detected_frames,valid_frames,detected_ratio,valid_ratio,max_load_factor_fd_g,command_load_p95_g,truth_or_guidance_p95_g,los_error_p95_deg,ttc_p50_s,ttc_valid_ratio,avg_sim_sample_fps
M0,90.0,True,12.60326886177063,1.3779587796296613,1.3779587796296613,252,242,242,0.9603174603174603,0.9603174603174603,1.5333849541522648,1.3735792644343094,0.40068816429909637,7.424500048133838,nan,0.0,19.92965849711277
N,90.0,False,nan,1.415511957258814,3.413417037231062,697,690,690,0.9899569583931134,0.9899569583931134,1.0052016614650836,16.136525838813796,4.11952121107325,7.65202232592194,nan,0.0,19.920330701679738
N0,90.0,True,16.27234721183777,1.3840598920591252,1.3840598920591252,325,321,321,0.9876923076923076,0.9876923076923076,1.0695894759373088,10.208899012579662,1.3255773906058232,7.445228586310076,nan,0.0,19.92513771305758
P,90.0,True,28.656611442565918,1.38399832670311,1.38399832670311,571,565,565,0.989492119089317,0.989492119089317,0.9628266545911358,16.466909565817133,3.4132777993789865,7.747550683591304,nan,0.0,19.915681345944762
P0,90.0,True,14.46030855178833,1.3324127962861159,1.3324127962861159,289,281,281,0.972318339100346,0.972318339100346,1.282492324854466,9.53210331862987,1.3568896338520764,7.1932016704576665,nan,0.0,19.930811195867054
J,100.0,True,13.908296585083008,1.283592320960614,1.283592320960614,278,267,267,0.960431654676259,0.960431654676259,1.6306265243964193,0.8351962168224726,0.3863984243059731,7.146751986890862,4.196,0.7661870503597122,19.930381273071504
J0,100.0,True,13.998298645019531,1.280563062081879,1.280563062081879,279,265,265,0.9498207885304659,0.9498207885304659,1.6495653391719773,0.4352052875922695,0.37778434897590596,7.361804602873691,5.203,0.8064516129032258,19.895626396199113
K,100.0,True,15.399328708648682,1.3067144365633538,1.3067144365633538,307,295,295,0.9609120521172638,0.9609120521172638,1.5381985859980782,10.405325606983693,0.3758422366970191,8.308894987818794,3.956,0.749185667752443,19.902634414834168
K0,100.0,True,14.211302995681763,1.2888231381309931,1.3108128606063405,284,269,269,0.9471830985915493,0.9471830985915493,1.3602208795838764,1.450913689648521,0.39528250405560067,7.434847417395878,5.009,0.7887323943661971,19.927864428074507
L,100.0,True,15.618333101272583,1.2690159830621672,1.2690159830621672,312,302,300,0.967948717948718,0.9615384615384616,1.17124879630241,10.391870463710466,0.31122153015689835,7.044915461636384,4.131,0.75,19.926597251493206
