case,plot,event,event_t_s,pinhole_visible_pct,detect_los_available_pct,raw_yolo_err_p95_all_deg,raw_yolo_err_p95_valid_deg,kf_yolo_err_p95_all_deg,kf_yolo_err_p95_valid_deg,pinhole_err_p95_deg,detect_err_p95_deg,detected_pct,valid_pct
s_success_ttc_35m,doc/assets/YOLO_ByteTrack_upward_camera_PNG/los_compare_s_success_ttc_35m.png,collision,18.363391637802124,83.45323741007195,82.01438848920863,11.735212658764308,11.983678181475431,81.28828822685598,30.449031109135024,0.0,18.843529600135284,81.29496402877699,83.45323741007195
straight_success_ttc_35m,doc/assets/YOLO_ByteTrack_upward_camera_PNG/los_compare_straight_success_ttc_35m.png,collision,11.568246841430664,88.73239436619718,91.54929577464789,7.985916976024399,8.02081783398154,13.130243453773126,7.907746121832671,0.0,28.30334770350911,92.95774647887323,91.54929577464789
s_failure_ttc_40m,doc/assets/YOLO_ByteTrack_upward_camera_PNG/los_compare_s_failure_ttc_40m.png,closest,8.973191499710083,21.50537634408602,18.63799283154122,6.032964486151832,6.018225484122109,154.46841038832804,92.55130354779556,0.0,13.04008956936214,21.50537634408602,23.297491039426525
straight_failure_m05_ttc_40m,doc/assets/YOLO_ByteTrack_upward_camera_PNG/los_compare_straight_failure_m05_ttc_40m.png,closest,10.329220294952393,26.16487455197133,0.0,17.737789972430328,15.091427590880286,146.7206295995761,19.392356668590818,0.0,,27.956989247311824,27.24014336917563
